1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
1,No Parking,12.9226,77.6174,2026-06-18T08:39:17Z,2,Madiwala,rejected
